diseases,shortness of breath,sharp chest pain,dizziness,cough,skin swelling,leg pain,sharp abdominal pain,vomiting,headache,nausea
liver disease,1,0,0,0,0,0,1,0,0,1
liver disease,0,0,0,0,0,0,0,0,0,1
liver disease,1,0,0,0,0,0,1,0,0,0
liver disease,1,0,0,0,0,0,1,0,0,1
liver disease,1,0,0,0,0,0,1,0,0,0
liver disease,0,0,0,0,0,0,0,0,0,0
liver disease,1,0,0,0,0,0,1,0,0,0
liver disease,0,0,0,0,0,0,1,0,0,0
liver disease,0,0,0,0,0,0,1,0,0,0
liver disease,0,0,0,0,0,0,0,0,0,0
liver disease,1,0,0,0,0,0,1,0,0,1
liver disease,1,0,0,0,0,0,0,0,0,1
liver disease,0,0,0,0,0,0,0,0,0,1
liver disease,0,0,0,0,0,0,1,0,0,1
liver disease,1,0,0,0,0,0,0,0,0,0
liver disease,0,0,0,0,0,0,1,0,0,0
liver disease,0,0,0,0,0,0,0,0,0,0
liver disease,0,0,0,0,0,0,1,0,0,1
liver disease,1,0,0,0,0,0,0,0,0,1
liver disease,0,0,0,0,0,0,1,0,0,1
liver disease,1,0,0,0,0,0,1,0,0,1
liver disease,0,0,0,0,0,0,1,0,0,0
liver disease,0,0,0,0,0,0,1,0,0,0
liver disease,1,0,0,0,0,0,0,0,0,0
liver disease,0,0,0,0,0,0,1,0,0,0
liver disease,0,0,0,0,0,0,1,0,0,1
liver disease,0,0,0,0,0,0,0,0,0,0
liver disease,0,0,0,0,0,0,0,0,0,1
liver disease,0,0,0,0,0,0,0,0,0,1
liver disease,0,0,0,0,0,0,1,0,0,0
liver disease,1,0,0,0,0,0,1,0,0,1
liver disease,0,0,0,0,0,0,1,0,0,0
liver disease,0,0,0,0,0,0,0,0,0,1
liver disease,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,0,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lumbago,0,0,0,0,0,1,0,0,0,0
lung cancer,1,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,0,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,1,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,1,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,1,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,0,0,0,0,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,0,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,0,0,0,0,0,0,0
lung cancer,1,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,0,0,0,0,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,1,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,0,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,0,0,0,0,0,0,0
lung cancer,0,0,0,0,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,1,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,1,0,0,0,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,1,0,0,0,0,0,0
lung cancer,1,0,0,1,0,0,0,0,0,0
lung cancer,0,0,0,1,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,0,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lyme disease,0,0,0,0,0,0,0,0,1,0
lymphadenitis,0,0,0,1,1,0,0,0,0,0
lymphadenitis,0,0,0,1,1,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,0,0,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,0,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,0,1,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,0,1,0,1,0,0,0
lymphadenitis,0,0,0,1,1,0,0,0,0,0
lymphadenitis,0,0,0,1,0,0,0,0,0,0
lymphadenitis,0,0,0,1,1,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,0,0,0,0
lymphadenitis,0,0,0,1,0,0,0,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,0,0,0,0,0,0,0
lymphadenitis,0,0,0,0,0,0,1,0,0,0
lymphadenitis,0,0,0,1,1,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,0,0,0,0
lymphadenitis,0,0,0,1,1,0,1,0,0,0
lymphadenitis,0,0,0,0,0,0,1,0,0,0
lymphadenitis,0,0,0,1,1,0,0,0,0,0
lymphadenitis,0,0,0,0,0,0,0,0,0,0
lymphadenitis,0,0,0,1,1,0,1,0,0,0
lymphadenitis,0,0,0,1,1,0,1,0,0,0
lymphadenitis,0,0,0,1,1,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,0,0,0,1,0,0,0
lymphadenitis,0,0,0,0,0,0,1,0,0,0
lymphadenitis,0,0,0,0,1,0,0,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,0,0,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,1,1,0,0,0,0,0
lymphadenitis,0,0,0,0,1,0,1,0,0,0
lymphadenitis,0,0,0,1,1,0,1,0,0,0
lymphadenitis,0,0,0,1,1,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,0,0,0,0
lymphadenitis,0,0,0,1,0,0,0,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,1,1,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,1,0,0,1,0,0,0
lymphadenitis,0,0,0,1,1,0,0,0,0,0
lymphadenitis,0,0,0,1,1,0,0,0,0,0
lymphadenitis,0,0,0,0,0,0,1,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,1,0,0,0,0
lymphedema,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
lymphoma,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
macular degeneration,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
male genitalia infection,0,0,0,0,0,0,0,0,0,0
malignant hypertension,0,1,0,0,0,0,0,1,1,0
malignant hypertension,1,0,0,0,0,0,0,0,1,0
malignant hypertension,0,0,0,0,0,0,0,0,0,0
malignant hypertension,1,0,0,0,0,0,0,1,1,0
malignant hypertension,0,0,0,0,0,0,0,1,0,0
malignant hypertension,1,1,0,0,0,0,0,1,1,0
malignant hypertension,0,0,0,0,0,0,0,0,1,0
malignant hypertension,1,0,0,0,0,0,0,0,0,0
malignant hypertension,0,1,0,0,0,0,0,0,0,0
malignant hypertension,0,0,0,0,0,0,0,0,1,0
malignant hypertension,0,0,0,0,0,0,0,0,0,0
malignant hypertension,1,0,0,0,0,0,0,1,0,0
malignant hypertension,0,1,0,0,0,0,0,0,0,0
malignant hypertension,1,0,0,0,0,0,0,0,0,0
malignant hypertension,0,0,0,0,0,0,0,1,1,0
malignant hypertension,0,1,0,0,0,0,0,1,1,0
malignant hypertension,1,1,0,0,0,0,0,1,1,0
malignant hypertension,1,0,0,0,0,0,0,0,0,0
malignant hypertension,0,1,0,0,0,0,0,0,0,0
malignant hypertension,1,1,0,0,0,0,0,0,0,0
malignant hypertension,1,0,0,0,0,0,0,1,0,0
malignant hypertension,1,1,0,0,0,0,0,0,1,0
malignant hypertension,0,1,0,0,0,0,0,1,0,0
malignant hypertension,0,0,0,0,0,0,0,1,0,0
malignant hypertension,1,0,0,0,0,0,0,0,1,0
malignant hypertension,0,1,0,0,0,0,0,1,0,0
malignant hypertension,1,1,0,0,0,0,0,1,1,0
malignant hypertension,1,0,0,0,0,0,0,1,1,0
malignant hypertension,1,0,0,0,0,0,0,1,0,0
malignant hypertension,1,0,0,0,0,0,0,0,1,0
malignant hypertension,1,0,0,0,0,0,0,1,1,0
malignant hypertension,1,0,0,0,0,0,0,0,1,0
malignant hypertension,1,0,0,0,0,0,0,0,1,0
malignant hypertension,0,0,0,0,0,0,0,1,0,0
malignant hypertension,1,0,0,0,0,0,0,0,0,0
malignant hypertension,1,0,0,0,0,0,0,1,1,0
malignant hypertension,0,1,0,0,0,0,0,0,0,0
malignant hypertension,0,0,0,0,0,0,0,1,1,0
malignant hypertension,0,0,0,0,0,0,0,0,0,0
malignant hypertension,0,1,0,0,0,0,0,0,1,0
malignant hypertension,1,1,0,0,0,0,0,1,0,0
malignant hypertension,0,0,0,0,0,0,0,1,0,0
malignant hypertension,0,0,0,0,0,0,0,0,1,0
malignant hypertension,1,1,0,0,0,0,0,1,1,0
malignant hypertension,1,0,0,0,0,0,0,0,0,0
malignant hypertension,1,1,0,0,0,0,0,1,0,0
malignant hypertension,0,0,0,0,0,0,0,1,0,0
malignant hypertension,0,1,0,0,0,0,0,0,1,0
malignant hypertension,0,0,0,0,0,0,0,0,1,0
malignant hypertension,0,1,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
marijuana abuse,0,0,0,0,0,0,0,0,0,0
